genre,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
reggae,0.061,0.089,2.083,3.359,0.07,0.038,0.078,0.043,123.047,1926.756,529.407,2284.823,363.956,2803.371,303.362,3268.891,263.071,22.077,16.012,19.455,18.9,17.888,17.509,38.083,6.335,4.229,5.384,3.956,3.339,2.655,3.34,4445.815,1419.544,-198.618,102.412,-10.029,30.805,-3.311,20.278,-5.636,28.1,-11.51,18.21,-7.36,12.28,-4.363,11.405,-3.467,2.016,-6.991,1.108,-1.5,1.953,69.858,22.857,25.08,17.659,15.686,12.1,12.116,10.648,9.616,9.293,8.8,8.849,8.297,8.187,8.438,7.534,8.528,8.013,8.808,8.187,0.47,0.407,0.535,0.452,0.478,0.322,0.365,0.38,0.334,0.384,0.397,0.489,0.321,0.268,0.355,0.306,0.346,0.259,0.268,0.316,0.287,0.317,0.298,0.315
reggae,0.058,0.087,2.006,3.427,0.114,0.088,0.076,0.043,129.199,2212.555,916.864,2305.197,499.163,2767.042,403.839,3186.582,330.332,24.446,14.808,18.324,17.979,18.495,17.898,38.643,7.075,4.238,4.783,4.084,3.169,2.659,4.263,4822.938,1851.672,-191.136,96.34,-17.647,24.863,-0.863,26.339,-12.907,19.63,-9.784,16.969,-8.594,11.416,-8.212,5.959,-1.858,5.961,-8.061,3.396,-2.63,-0.798,72.87,31.427,26.01,21.629,18.978,15.721,16.97,14.837,11.559,10.332,10.647,9.683,9.647,10.016,7.757,7.668,7.968,8.737,8.711,7.627,0.444,0.392,0.35,0.358,0.493,0.401,0.366,0.499,0.501,0.58,0.4,0.366,0.309,0.277,0.276,0.268,0.311,0.302,0.27,0.307,0.272,0.352,0.26,0.252
reggae,0.086,0.123,1.747,2.249,0.071,0.059,0.112,0.051,123.047,1557.342,774.947,1962.897,556.495,2542.842,476.625,3065.749,410.975,26.446,15.84,19.443,19.047,20.28,19.153,37.371,6.306,4.462,5.507,4.5,3.949,3.538,5.475,3351.98,1936.142,-206.457,122.636,-0.603,29.356,10.268,28.206,-9.903,13.369,-8.427,11.279,-7.269,7.08,-10.333,1.945,-6.527,-0.212,-7.543,0.422,-1.657,-0.164,80.278,30.423,29.321,16.703,18.078,13.868,15.658,12.39,12.152,14.032,11.353,10.279,10.783,9.503,11.209,9.943,9.847,8.993,9.687,11.04,0.323,0.365,0.502,0.428,0.401,0.396,0.452,0.362,0.283,0.307,0.289,0.336,0.303,0.301,0.33,0.315,0.335,0.339,0.361,0.293,0.255,0.287,0.28,0.321
reggae,0.091,0.13,1.538,1.794,0.064,0.058,0.114,0.063,129.199,1725.49,965.767,2063.555,598.165,2601.822,507.879,3087.638,432.325,18.227,17.707,20.547,19.485,19.88,18.61,36.385,4.945,4.508,5.857,3.984,3.747,3.043,4.875,3804.077,2179.143,-209.725,105.231,2.597,34.898,15.326,25.229,-6.037,18.245,-5.081,8.913,-1.014,8.232,-4.03,4.73,-1.051,3.064,-4.585,4.253,-2.117,-3.663,81.991,36.162,28.514,20.139,18.703,13.55,17.091,14.701,14.448,11.278,11.191,9.52,9.84,8.643,9.713,8.132,8.521,7.948,7.132,9.478,0.408,0.334,0.351,0.346,0.428,0.328,0.304,0.389,0.469,0.595,0.411,0.368,0.294,0.254,0.317,0.273,0.328,0.268,0.265,0.326,0.309,0.366,0.265,0.276
reggae,0.102,0.143,1.909,2.536,0.068,0.043,0.132,0.055,129.199,1926.864,815.055,2315.167,521.35,2825.608,407.489,3280.259,325.575,18.811,16.553,19.541,18.84,18.63,17.759,40.59,3.807,4.317,4.669,3.97,3.27,2.791,4.045,4498.656,1964.175,-157.699,109.838,8.466,41.798,5.116,25.762,-12.969,22.062,-15.52,14.372,-11.921,11.604,-10.623,4.128,-4.055,3.466,-8.413,1.78,-5.241,-1.461,62.124,29.063,22.809,16.601,14.197,13.918,13.695,11.061,11.182,11.576,8.917,9.247,8.557,8.466,8.97,8.242,7.632,7.403,7.491,8.942,0.331,0.347,0.446,0.423,0.329,0.416,0.315,0.322,0.286,0.295,0.447,0.361,0.289,0.283,0.355,0.342,0.249,0.342,0.264,0.319,0.263,0.25,0.364,0.298
reggae,0.149,0.192,1.376,0.724,0.079,0.036,0.186,0.049,143.555,2133.97,472.3,2305.28,284.897,2741.757,236.093,3149.879,207.844,20.839,15.956,18.451,18.557,18.661,17.769,42.052,4.366,4.031,4.536,3.737,3.392,2.898,3.39,4873.187,1035.254,-76.034,101.109,-11.623,46.227,-11.2,31.389,-9.447,22.456,-16.802,15.97,-9.507,11.793,-7.848,9.722,-7.246,6.174,-8.607,8.072,-5.586,3.734,61.573,17.463,20.731,11.679,8.83,8.707,9.246,7.431,7.526,7.881,7.337,7.242,6.808,6.104,6.249,6.437,7.543,8.114,7.69,6.929,0.498,0.47,0.519,0.4,0.412,0.352,0.429,0.298,0.311,0.373,0.373,0.597,0.289,0.276,0.316,0.256,0.306,0.229,0.299,0.224,0.222,0.258,0.208,0.346
reggae,0.112,0.152,1.499,1.437,0.078,0.06,0.14,0.06,129.199,1798.092,810.598,1972.503,449.417,2479.265,381.332,2949.485,329.047,18.9,15.606,20.062,19.019,21.115,18.327,38.718,4.04,4.428,5.539,4.449,4.015,3.599,4.226,3769.336,1622.244,-154.912,110.029,-18.423,36.606,0.567,31.579,-10.402,18.801,-7.163,13.128,-5.245,8.885,-6.708,6.014,-2.793,3.636,-2.213,5.291,-6.595,-2.935,68.374,37.382,24.658,18.55,20.71,13.734,17.994,11.658,14.996,11.593,11.369,9.416,11.003,9.907,9.116,8.007,9.966,7.997,7.915,8.207,0.43,0.433,0.407,0.29,0.391,0.365,0.449,0.436,0.437,0.51,0.464,0.506,0.305,0.297,0.276,0.2,0.313,0.279,0.318,0.309,0.29,0.327,0.288,0.342
reggae,0.084,0.118,2.282,3.994,0.077,0.058,0.106,0.052,151.999,1917.564,871.279,2125.83,501.976,2598.827,393.038,3031.265,307.828,17.539,14.92,18.596,16.483,17.696,16.82,38.616,4.608,4.121,5.034,3.769,3.54,3.016,4.547,4234.883,1904.608,-170.9,107.731,-1.749,46.434,-0.183,24.948,-10.666,18.076,-10.782,11.148,-7.248,6.198,-6.457,2.043,-2.436,2.555,-4.038,0.789,-3.759,-1.68,71.696,31.194,23.336,15.139,18.557,13.68,14.14,10.939,12.878,10.6,10.823,9.582,9.926,9.224,7.907,7.583,6.97,7.183,7.748,6.326,0.41,0.356,0.419,0.39,0.444,0.404,0.313,0.311,0.343,0.534,0.408,0.377,0.301,0.245,0.342,0.298,0.319,0.318,0.243,0.251,0.258,0.372,0.284,0.279
reggae,0.109,0.155,1.69,2.137,0.071,0.064,0.139,0.068,143.555,1742.4,953.466,2065.657,584.268,2604.889,478.642,3097.078,393.42,18.837,17.06,20.159,20.388,20.967,18.586,38.572,4.274,5.129,6.043,4.894,4.668,3.341,4.931,3820.802,2118.12,-184.519,106.174,4.035,38.742,8.411,30.465,-3.356,20.305,-1.544,15.923,-6.524,13.192,-1.722,6.858,-3.234,1.872,-6.044,3.519,-7.41,-1.744,92.145,34.659,28.487,16.613,23.558,12.368,19.478,11.404,12.9,9.799,10.173,9.39,10.35,11.469,8.634,8.222,8.43,7.624,9.133,7.736,0.45,0.484,0.363,0.282,0.305,0.388,0.312,0.318,0.404,0.41,0.515,0.48,0.325,0.341,0.29,0.276,0.278,0.333,0.253,0.28,0.312,0.317,0.349,0.332
reggae,0.112,0.149,1.367,1.002,0.057,0.048,0.139,0.053,129.199,1649.359,760.274,2049.432,455.418,2602.431,348.138,3097.544,280.973,20.139,16.515,21.656,20.115,20.247,17.908,38.34,4.756,4.675,5.305,3.997,4.434,3.155,4.547,3615.97,1819.011,-177.704,113.587,2.338,35.822,1.624,34.697,-8.74,16.276,-9.329,14.169,-2.056,13.132,-7.247,3.589,-0.574,4.834,-3.587,3.774,-4.316,-1.127,77.701,28.766,22.307,18.357,16.211,12.358,16.236,12.978,13.423,11.198,12.306,11.471,11.329,9.516,8.689,8.927,10.263,7.475,9.467,7.915,0.336,0.328,0.537,0.447,0.42,0.332,0.338,0.392,0.316,0.316,0.3,0.385,0.274,0.236,0.367,0.314,0.332,0.283,0.271,0.357,0.288,0.279,0.252,0.329
reggae,0.123,0.167,1.7,1.831,0.093,0.04,0.155,0.063,151.999,2009.921,526.034,2120.48,317.559,2584.474,268.723,3021.254,228.37,15.643,15.376,17.271,17.562,17.514,17.597,40.552,4.511,3.674,4.463,3.573,3.011,2.576,2.87,4327.84,1137.776,-88.065,109.423,-25.174,40.406,-8.789,24.707,-11.543,18.506,-8.299,17.027,-8.451,9.808,-12.9,1.578,-10.533,-0.436,-7.799,3.45,-4.977,0.062,38.948,21.053,17.713,12.389,11.637,12.198,12.167,8.766,8.936,7.986,8.617,7.083,7.344,7.404,6.806,6.696,6.852,6.54,8.381,7.481,0.38,0.359,0.467,0.383,0.406,0.396,0.441,0.501,0.37,0.359,0.285,0.34,0.305,0.268,0.335,0.272,0.316,0.289,0.29,0.346,0.247,0.291,0.227,0.263
reggae,0.148,0.188,1.283,0.527,0.072,0.036,0.182,0.046,151.999,2056.014,492.906,2226.693,312.873,2671.232,254.269,3088.318,210.676,19.821,15.435,18.48,17.903,18.051,17.089,41.529,4.31,4.495,4.626,3.694,3.2,2.564,2.981,4548.847,1119.82,-91.335,98.818,-23.209,46.879,-6.861,29.271,-9.966,25.662,-10.214,19.617,-8.216,13.412,-6.499,14.025,0.414,12.587,0.346,10.112,-0.429,1.292,55.228,21.701,18.158,15.18,10.56,11.161,10.727,8.622,8.462,9.589,8.564,7.14,8.152,6.622,8.346,5.814,7.236,6.156,6.929,7.835,0.459,0.537,0.472,0.418,0.454,0.403,0.386,0.373,0.456,0.558,0.474,0.49,0.29,0.321,0.292,0.277,0.294,0.28,0.291,0.269,0.287,0.326,0.266,0.301
reggae,0.086,0.12,1.423,1.449,0.12,0.091,0.108,0.052,129.199,2361.064,860.502,2335.895,365.819,2773.987,289.335,3170.7,236.653,18.722,14.714,18.017,18.596,18.309,18.547,40.598,4.338,4.219,4.277,3.915,3.026,3.442,3.538,5055.903,1599.041,-161.789,78.709,-19.275,55.115,13.205,30.96,-7.024,24.268,-12.837,21.51,-13.529,12.772,-7.444,12.769,-3.333,9.134,-7.753,0.638,-4.099,0.498,70.089,30.724,19.575,16.013,14.469,12.225,13.302,9.996,11.932,11.157,8.954,7.874,8.222,8.005,7.55,7.479,7.377,7.87,8.148,10.493,0.358,0.354,0.391,0.503,0.405,0.367,0.451,0.444,0.432,0.488,0.571,0.489,0.248,0.258,0.272,0.348,0.267,0.248,0.305,0.293,0.302,0.327,0.33,0.31
reggae,0.097,0.135,2.069,3.153,0.072,0.052,0.124,0.053,135.999,1802.922,808.58,2018.315,443.962,2523.226,345.913,2989.947,273.846,19.966,17.055,21.118,19.333,20.57,18.621,38.321,5.565,4.429,5.346,4.293,4.375,3.502,4.907,3842.985,1700.537,-169.274,110.44,-8.516,43.9,0.313,26.638,-14.357,13.023,-11.14,8.118,-7.682,10.923,-8.159,2.804,-6.425,1.08,-4.269,4.332,-3.46,1.212,76.792,34.87,22.291,18.114,15.758,12.001,16.136,11.39,12.91,10.971,10.156,8.841,9.612,9.55,8.575,8.549,10.381,10.823,9.223,9.435,0.413,0.333,0.395,0.37,0.31,0.388,0.287,0.332,0.244,0.304,0.429,0.403,0.349,0.281,0.337,0.324,0.28,0.36,0.259,0.339,0.222,0.278,0.34,0.299
reggae,0.1,0.138,1.854,2.568,0.074,0.051,0.127,0.055,123.047,1696.541,769.028,1897.284,522.812,2400.771,444.693,2873.128,377.302,20.651,17.657,21.08,19.992,20.414,18.678,37.143,4.81,4.704,5.502,4.554,4.134,3.583,5.186,3565.162,1760.58,-177.331,110.984,-15.662,36.784,0.069,24.47,-3.771,18.423,-3.373,13.778,-2.109,8.589,-5.95,2.898,-5.277,-3.058,-6.199,2.056,-0.987,2.304,90.286,31.68,31.569,17.336,19.052,13.633,16.287,13.596,14.338,10.316,9.608,9.762,10.274,8.801,9.325,9.633,8.995,9.181,7.885,9.877,0.363,0.297,0.413,0.366,0.444,0.381,0.323,0.426,0.366,0.331,0.269,0.352,0.335,0.249,0.339,0.276,0.342,0.328,0.254,0.349,0.295,0.316,0.249,0.305
reggae,0.107,0.147,1.54,1.583,0.075,0.048,0.134,0.059,135.999,1831.705,769.664,2053.055,480.413,2532.532,392.961,2981.177,331.728,19.599,15.967,20.36,20.027,20.815,19.405,38.183,5.314,4.424,5.769,4.609,4.258,3.616,4.864,3994.301,1727.177,-171.65,99.362,-8.268,49.61,1.082,31.125,-7.143,15.893,-1.369,12.741,-5.204,11.81,-5.334,3.172,-6.695,0.032,-7.727,6.703,-3.762,-1.796,85.866,30.392,25.433,19.851,19.58,13.568,14.921,11.709,13.521,12.249,11.081,10.322,10.077,10.088,8.794,8.449,11.483,10.955,9.523,10.001,0.388,0.382,0.413,0.368,0.471,0.42,0.462,0.405,0.296,0.311,0.357,0.522,0.304,0.29,0.322,0.262,0.339,0.311,0.313,0.316,0.242,0.287,0.281,0.365
reggae,0.096,0.146,2.221,4.184,0.088,0.075,0.128,0.072,135.999,2092.883,913.193,2318.841,491.314,2797.472,398.123,3230.033,333.444,18.805,15.838,19.744,18.71,18.808,17.688,38.801,4.555,4.344,5.396,4.302,3.798,3.088,4.006,4687.272,1888.028,-177.595,89.956,4.622,40.155,0.17,23.179,-9.903,12.769,-7.309,18.729,-5.728,6.124,-9.926,0.277,-8.232,3.883,-6.859,2.184,-2.365,1.834,83.222,31.852,27.272,23.163,17.7,13.972,15.25,12.199,11.938,11.538,11.323,10.828,10.129,10.123,9.369,9.072,8.993,7.332,9.117,7.849,0.468,0.373,0.353,0.33,0.462,0.443,0.386,0.462,0.365,0.35,0.356,0.449,0.354,0.278,0.298,0.262,0.353,0.359,0.287,0.337,0.275,0.305,0.287,0.322
reggae,0.053,0.084,2.372,5.399,0.068,0.064,0.073,0.042,151.999,1546.692,830.066,1898.605,486.813,2419.85,414.548,2909.498,368.511,27.903,16.294,17.199,16.803,16.568,17.844,33.889,6.266,4.495,4.825,4.395,2.947,2.88,4.978,3371.363,1761.238,-256.31,104.26,-7.275,56.257,11.107,27.298,5.817,17.789,-1.27,14.667,-3.471,10.866,-2.46,1.56,-3.733,-1.361,-4.203,1.4,-0.276,-1.606,95.202,34.322,31.357,16.109,26.199,13.685,13.377,9.838,10.452,9.391,8.641,7.245,8.177,6.748,7.489,6.34,6.25,6.601,6.83,6.917,0.435,0.497,0.447,0.5,0.473,0.472,0.476,0.519,0.653,0.519,0.463,0.397,0.32,0.346,0.242,0.259,0.274,0.298,0.266,0.235,0.315,0.269,0.296,0.299
reggae,0.078,0.112,2.344,4.181,0.044,0.023,0.104,0.043,151.999,1539.883,539.267,2110.681,368.591,2660.704,302.317,3159.383,272.642,29.417,15.395,16.479,15.717,16.43,15.804,37.185,5.452,4.51,4.346,3.62,3.182,2.309,3.343,3640.161,1507.615,-201.997,111.097,8.877,51.829,1.292,30.046,-4.51,22.455,-7.147,11.503,-4.762,10.601,-2.64,9.015,-4.359,-0.041,-4.325,0.655,-3.746,-6.196,77.645,20.078,31.031,11.555,14.108,10.029,10.219,9.813,8.512,9.715,7.732,7.853,7.119,6.956,5.466,6.444,5.934,5.961,5.451,5.81,0.637,0.437,0.34,0.327,0.404,0.557,0.514,0.442,0.301,0.287,0.39,0.499,0.39,0.276,0.24,0.24,0.287,0.354,0.249,0.262,0.217,0.244,0.263,0.291
reggae,0.057,0.089,2.436,5.459,0.07,0.069,0.081,0.037,151.999,1743.144,911.965,2175.211,548.397,2698.936,419.021,3170.382,346.609,28.223,16.025,15.701,16.729,17.084,15.743,35.914,6.115,5.163,4.237,4.022,2.984,2.676,4.615,3961.259,2172.117,-239.159,98.962,19.205,50.798,2.837,32.246,-1.501,16.734,-7.454,16.719,1.498,16.057,2.803,5.943,-6.306,-1.036,-6.343,2.149,-6.638,-5.262,88.501,34.773,30.978,18.191,21.699,11.186,15.049,8.712,9.377,10.343,7.505,9.456,8.549,7.086,6.942,9.099,6.122,6.467,5.841,6.351,0.546,0.672,0.627,0.561,0.401,0.376,0.418,0.473,0.555,0.432,0.397,0.406,0.284,0.322,0.232,0.29,0.254,0.262,0.317,0.249,0.276,0.239,0.269,0.257
reggae,0.065,0.102,2.82,6.891,0.059,0.04,0.092,0.043,161.499,1528.376,709.778,2007.026,513.318,2569.125,432.319,3085.359,378.521,27.593,17.395,18.879,18.033,18.658,17.355,35.499,5.528,4.842,4.748,4.005,4.452,3.231,4.354,3452.412,1816.4,-226.393,103.359,0.167,43.978,10.651,35.211,8.448,21.152,-3.291,15.537,-3.013,11.104,1.778,10.622,-5.756,-0.981,-4.131,0.661,-3.792,-0.579,92.456,25.576,31.469,18.801,22.811,16.586,14.026,10.031,12.012,9.793,9.392,9.524,8.013,7.111,8.299,8.595,7.067,7.094,6.401,5.965,0.644,0.518,0.543,0.394,0.413,0.395,0.503,0.605,0.441,0.387,0.397,0.629,0.337,0.223,0.271,0.218,0.294,0.253,0.265,0.304,0.276,0.243,0.234,0.322
reggae,0.045,0.075,3.087,9.345,0.066,0.038,0.064,0.04,151.999,1434.498,549.888,1835.032,473.969,2362.065,466.824,2864.513,460.367,27.62,16.046,15.983,15.507,17.569,17.532,32.996,6.325,4.751,4.102,3.183,2.792,2.858,4.547,3208.947,1420.64,-243.784,123.348,-15.574,38.887,6.489,25.515,3.036,17.178,-0.213,8.983,-2.489,6.763,-3.454,3.259,-3.433,-0.478,-2.534,-1.862,-4.967,-2.719,69.269,27.691,30.913,22.292,17.811,12.782,11.749,9.257,9.325,9.082,7.474,7.736,7.075,6.602,6.008,6.47,5.579,5.84,5.041,5.238,0.434,0.433,0.649,0.485,0.489,0.525,0.42,0.425,0.487,0.612,0.506,0.391,0.26,0.246,0.348,0.237,0.28,0.32,0.266,0.295,0.259,0.289,0.298,0.251
reggae,0.054,0.083,2.349,4.821,0.059,0.061,0.074,0.037,117.454,1536.161,754.572,2047.102,451.866,2603.819,348.15,3097.053,292.605,28.826,15.217,16.904,16.032,17.007,17.056,36.327,6.617,4.902,4.317,4.34,4.0,2.955,3.279,3420.804,1940.438,-249.402,111.49,11.285,41.322,-2.884,34.556,0.428,22.34,-9.97,10.206,-2.815,8.733,-1.442,2.271,-3.885,-1.857,-0.844,-0.937,-3.167,-4.326,80.415,28.542,37.628,17.404,17.241,15.139,14.444,10.363,9.936,11.559,7.954,8.432,6.586,6.813,6.157,5.941,6.119,6.467,7.615,5.869,0.425,0.42,0.495,0.635,0.506,0.436,0.325,0.421,0.42,0.372,0.482,0.418,0.326,0.281,0.237,0.351,0.268,0.273,0.221,0.313,0.311,0.283,0.297,0.278
reggae,0.06,0.093,2.892,7.242,0.045,0.028,0.083,0.043,184.57,1241.423,670.158,1729.729,542.452,2302.923,481.989,2840.102,431.752,28.06,16.237,17.659,17.837,17.848,17.966,33.074,5.789,4.284,4.51,3.727,3.498,3.32,4.864,2743.825,1724.277,-238.862,132.325,-0.103,41.225,2.421,19.083,7.985,19.947,-0.627,11.093,-1.715,9.937,3.023,2.204,-7.859,-3.981,-4.917,-2.15,-2.412,0.052,76.675,28.237,24.117,15.474,15.841,15.502,14.059,9.692,10.108,11.158,8.689,8.544,8.119,9.573,8.716,6.845,6.067,6.652,7.012,7.124,0.547,0.461,0.557,0.55,0.48,0.502,0.469,0.542,0.471,0.355,0.323,0.405,0.333,0.25,0.308,0.272,0.269,0.34,0.263,0.308,0.301,0.243,0.237,0.3
reggae,0.053,0.085,3.166,9.389,0.061,0.043,0.073,0.043,107.666,1617.858,704.692,2016.775,469.136,2533.805,385.025,3016.59,325.368,27.616,15.267,16.326,16.247,16.985,16.212,34.535,6.63,4.543,3.961,3.674,3.116,2.548,4.382,3666.919,1689.766,-223.352,114.224,-4.433,40.2,-5.101,24.682,0.715,17.052,-2.367,11.156,-3.081,6.133,-5.682,3.515,-5.482,0.028,-4.845,-0.701,-3.637,-2.8,80.115,26.59,24.218,17.54,17.613,15.847,14.469,11.43,10.409,8.697,8.82,7.601,7.199,7.219,7.228,6.147,6.239,5.901,5.718,6.078,0.492,0.55,0.725,0.459,0.382,0.459,0.458,0.449,0.342,0.396,0.379,0.414,0.296,0.23,0.312,0.23,0.244,0.308,0.311,0.318,0.236,0.243,0.279,0.32
reggae,0.06,0.098,3.517,10.622,0.059,0.045,0.08,0.056,86.133,1727.304,769.851,2153.053,437.424,2661.95,357.309,3127.318,314.584,27.483,18.489,19.85,17.736,17.863,17.571,36.381,6.093,4.991,5.111,3.583,3.409,2.485,3.791,3994.018,1707.078,-236.606,91.674,1.858,45.467,1.27,32.261,9.056,19.609,-5.063,10.959,-4.015,7.534,-0.335,5.808,-1.821,5.382,0.287,5.023,-0.336,-0.847,74.189,26.552,24.623,13.963,16.285,15.108,17.198,14.082,10.58,12.618,9.44,10.107,10.601,8.753,8.804,8.362,9.086,7.56,8.618,7.968,0.481,0.524,0.391,0.314,0.349,0.43,0.693,0.498,0.349,0.426,0.333,0.442,0.336,0.33,0.299,0.264,0.263,0.229,0.321,0.27,0.195,0.296,0.249,0.379
reggae,0.061,0.101,2.742,7.324,0.063,0.052,0.086,0.053,151.999,1608.968,678.563,2052.021,447.576,2572.57,394.1,3055.765,372.099,26.414,15.287,15.919,15.98,17.115,16.428,34.283,6.083,5.011,4.692,4.173,3.143,2.409,4.744,3685.103,1676.75,-241.912,97.495,-3.089,45.348,3.912,28.64,9.372,26.531,5.113,12.776,-0.323,11.78,3.252,9.933,-3.05,1.847,-3.369,0.785,-6.176,-2.978,102.083,24.178,28.188,17.279,21.646,13.775,13.714,13.545,11.032,11.079,9.845,9.563,8.848,8.539,6.492,7.978,6.019,6.884,6.177,6.378,0.524,0.518,0.583,0.538,0.52,0.428,0.426,0.466,0.562,0.581,0.54,0.534,0.31,0.28,0.329,0.25,0.285,0.253,0.263,0.269,0.298,0.304,0.291,0.306
reggae,0.059,0.085,2.468,5.284,0.066,0.051,0.076,0.038,95.703,1621.773,686.256,1988.592,475.684,2519.89,426.776,3007.021,397.973,30.236,16.685,18.773,18.898,18.785,18.815,35.558,7.323,5.055,4.876,4.469,3.767,2.92,4.235,3574.17,1681.245,-239.981,108.756,-8.197,32.2,-8.813,18.639,-4.701,15.518,-3.716,14.539,-4.791,6.405,-2.948,2.442,-7.109,-0.153,-3.141,-1.544,-3.738,-0.814,91.021,25.637,34.216,15.58,15.06,15.542,14.517,14.207,12.336,14.07,12.994,14.157,11.205,11.068,9.64,9.144,7.924,7.805,8.495,9.979,0.246,0.262,0.27,0.357,0.478,0.452,0.529,0.506,0.495,0.345,0.262,0.304,0.283,0.292,0.295,0.296,0.355,0.295,0.306,0.318,0.363,0.304,0.241,0.311
reggae,0.081,0.121,2.649,5.288,0.026,0.019,0.104,0.061,151.999,1250.92,709.906,2100.279,473.519,2825.01,378.748,3423.335,367.645,25.783,17.172,20.773,18.33,17.76,16.76,35.502,5.134,5.263,6.28,6.131,4.612,3.012,4.021,2485.31,2214.098,-300.387,99.232,53.028,43.241,18.888,24.842,-7.967,22.169,1.78,24.799,8.398,20.718,2.807,9.562,1.116,5.907,1.12,4.19,-2.211,-2.023,109.135,32.983,47.142,22.398,18.408,14.085,13.699,10.477,8.437,9.285,8.914,8.942,7.85,6.45,8.632,7.178,7.171,5.306,7.225,7.109,0.544,0.592,0.504,0.491,0.468,0.481,0.526,0.522,0.49,0.522,0.457,0.49,0.327,0.293,0.274,0.294,0.274,0.33,0.328,0.321,0.267,0.318,0.284,0.321
reggae,0.03,0.049,2.435,5.782,0.101,0.087,0.039,0.03,92.285,1819.016,948.203,1825.146,401.81,2305.229,330.12,2772.657,275.196,22.711,18.354,20.23,18.706,18.371,18.718,32.279,7.58,5.823,5.058,4.017,3.219,2.655,6.841,3575.162,1530.69,-296.057,93.195,-31.423,29.498,-18.935,1.955,-19.495,-6.236,-24.007,-7.082,-14.183,3.269,-10.62,-2.799,-10.81,-6.71,-8.497,-3.129,-7.058,-4.756,118.736,39.596,25.024,30.052,18.861,18.839,17.296,14.437,11.909,10.789,14.561,14.206,15.201,10.117,9.47,9.416,7.063,7.789,9.038,8.523,0.195,0.273,0.352,0.367,0.336,0.32,0.398,0.394,0.191,0.271,0.254,0.252,0.218,0.28,0.31,0.329,0.321,0.33,0.351,0.36,0.177,0.314,0.26,0.302
reggae,0.096,0.124,1.225,0.561,0.059,0.038,0.12,0.031,143.555,1892.78,760.706,2197.62,399.261,2729.519,311.537,3258.964,265.442,25.259,17.935,21.158,19.345,18.71,17.908,17.829,5.008,4.35,5.113,4.112,3.397,2.978,2.33,4072.609,1471.575,-177.27,89.642,9.612,65.479,-1.013,15.52,8.004,16.342,0.265,2.644,2.892,0.643,2.58,2.816,-0.453,2.523,-1.411,-1.654,1.208,-1.894,69.708,32.121,27.031,17.417,18.088,14.923,11.456,9.772,9.454,10.639,9.607,8.143,8.256,8.784,7.207,7.025,9.036,7.284,7.539,7.372,0.4,0.332,0.353,0.309,0.303,0.416,0.302,0.258,0.301,0.419,0.638,0.479,0.317,0.268,0.301,0.272,0.252,0.356,0.25,0.206,0.249,0.295,0.365,0.287
