genre,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
pop,0.107,0.144,1.718,1.827,0.107,0.058,0.136,0.05,2817.296,868.07,3264.597,421.784,3799.751,255.916,3799.751,255.916,19.328,15.74,20.072,19.582,20.108,20.355,16.013,4.431,4.459,4.131,4.043,3.279,5.129,2.27,7018.475,1951.549,-106.964,87.385,32.239,9.991,18.546,-1.775,7.014,-9.86,1.644,6.886,-9.216,0.104,-3.376,-0.88,0.797,-1.947,2.104,7.58,-0.905,6.133,66.022,23.671,16.785,12.532,9.737,13.775,10.51,12.373,7.973,9.63,9.813,6.414,6.764,8.367,7.54,8.048,7.835,10.133,8.17,9.369,0.357,0.374,0.254,0.311,0.46,0.307,0.353,0.338,0.453,0.386,0.344,0.463,0.278,0.323,0.229,0.26,0.352,0.238,0.305,0.256,0.319,0.311,0.26,0.335
pop,0.114,0.148,1.343,0.804,0.079,0.058,0.141,0.045,2731.217,1019.515,3297.842,458.286,3853.435,289.03,3853.435,289.03,22.015,19.291,21.4,20.201,19.659,18.325,15.827,4.535,5.102,5.244,4.053,3.946,4.134,2.09,6970.688,2123.564,-146.398,82.624,45.612,7.638,19.793,4.276,13.013,2.306,8.03,9.737,-5.821,4.699,-1.837,-2.003,-2.545,-2.789,-0.061,3.488,6.896,9.811,58.973,28.214,24.028,15.194,12.587,16.264,11.751,11.113,10.453,8.707,9.948,9.52,7.983,6.793,8.692,6.513,8.372,12.409,14.168,13.021,0.314,0.411,0.33,0.314,0.389,0.278,0.326,0.317,0.332,0.3,0.293,0.353,0.279,0.371,0.297,0.275,0.362,0.265,0.335,0.304,0.323,0.315,0.281,0.333
reggae,0.075,0.105,1.661,1.898,0.095,0.032,0.095,0.044,2079.253,477.859,2310.066,329.504,2765.654,260.988,2765.654,260.988,25.49,15.662,21.055,19.913,20.936,19.736,40.72,5.3,4.843,5.531,4.253,4.136,3.412,3.009,4845.395,1293.471,-163.96,104.258,-8.116,35.51,-6.699,30.338,-22.728,25.907,-14.374,19.931,-5.914,9.015,-8.242,2.19,-6.982,1.924,-12.246,5.16,1.584,5.954,59.878,19.325,21.427,16.965,12.334,9.991,10.052,8.545,10.101,9.901,9.451,9.678,10.448,7.978,7.558,8.732,10.822,9.571,9.482,11.323,0.222,0.384,0.285,0.225,0.442,0.434,0.438,0.245,0.298,0.377,0.243,0.214,0.202,0.346,0.276,0.233,0.368,0.301,0.37,0.21,0.259,0.333,0.222,0.228
reggae,0.063,0.09,1.834,2.398,0.092,0.037,0.081,0.038,2042.916,549.317,2313.348,350.717,2778.323,273.12,2778.323,273.12,26.34,16.255,20.313,19.485,20.878,19.357,40.052,5.213,4.84,5.006,3.755,3.93,3.357,3.325,4750.794,1384.935,-176.541,106.113,-4.739,37.726,-3.949,27.485,-21.544,23.082,-14.719,16.921,-9.034,10.021,-11.114,1.471,-5.754,1.748,-7.708,1.924,-1.676,0.618,57.352,19.184,20.191,14.897,11.694,11.059,13.177,10.985,8.101,9.353,9.671,10.185,10.421,8.811,7.39,7.409,8.45,6.856,7.387,7.344,0.249,0.492,0.309,0.232,0.433,0.394,0.43,0.299,0.308,0.495,0.328,0.257,0.191,0.358,0.241,0.243,0.349,0.277,0.359,0.26,0.239,0.37,0.253,0.262
reggae,0.084,0.113,1.549,1.384,0.106,0.037,0.106,0.041,2127.663,526.108,2233.471,402.612,2705.887,321.901,2705.887,321.901,26.474,16.054,21.055,20.027,21.288,19.394,41.021,5.833,4.271,5.077,3.674,3.525,3.359,2.872,4608.855,1494.992,-138.672,105.186,-19.106,31.738,-5.304,23.628,-22.606,22.34,-13.921,22.829,-10.815,10.963,-11.682,1.382,-7.525,0.287,-8.32,3.412,-2.774,5.26,48.191,20.237,22.119,17.961,13.652,12.058,11.368,10.792,9.649,10.465,9.769,11.657,7.84,6.699,10.889,8.381,8.246,9.089,10.139,10.674,0.357,0.472,0.325,0.304,0.371,0.333,0.391,0.276,0.31,0.252,0.234,0.289,0.292,0.361,0.301,0.272,0.349,0.305,0.366,0.257,0.304,0.253,0.234,0.28
reggae,0.064,0.093,3.064,7.158,0.072,0.039,0.082,0.042,1623.317,620.098,1958.575,471.608,2499.893,401.868,2499.893,401.868,29.19,16.477,17.166,18.419,19.264,18.476,35.896,5.982,4.019,3.708,3.179,3.975,3.372,3.975,3491.651,1608.67,-183.786,128.687,-6.898,28.104,-12.882,23.552,-7.913,10.241,-11.403,13.976,-6.395,2.564,-13.018,-1.156,-9.837,-2.534,-9.285,-3.987,-3.903,-0.711,52.759,28.56,25.379,11.522,9.483,9.315,10.344,10.587,7.594,8.468,8.533,8.135,7.744,8.228,8.782,7.195,8.144,8.2,8.464,6.672,0.328,0.516,0.261,0.213,0.247,0.494,0.407,0.414,0.648,0.283,0.207,0.178,0.219,0.347,0.175,0.211,0.18,0.312,0.33,0.234,0.342,0.222,0.24,0.187
reggae,0.059,0.083,3.114,7.684,0.063,0.037,0.075,0.036,1601.634,675.618,2009.07,500.719,2564.38,413.8,2564.38,413.8,29.418,17.763,16.57,18.824,19.73,17.704,35.694,5.995,3.769,3.417,3.267,3.716,3.029,3.926,3535.592,1749.304,-201.836,128.661,-2.5,26.275,-13.64,26.132,-8.007,8.871,-14.848,14.404,-9.615,2.396,-14.687,-1.259,-11.091,-4.647,-9.715,-3.378,-8.306,-4.468,50.84,30.556,15.197,12.832,9.488,8.045,8.705,9.938,8.202,6.719,9.077,8.165,7.084,8.365,7.691,7.247,6.595,7.077,6.847,5.964,0.405,0.497,0.251,0.203,0.205,0.42,0.398,0.404,0.619,0.324,0.307,0.264,0.301,0.306,0.184,0.191,0.15,0.282,0.344,0.251,0.344,0.232,0.326,0.231
reggae,0.07,0.098,2.715,5.51,0.057,0.032,0.089,0.041,1551.38,580.536,1987.788,421.316,2556.231,341.254,2556.231,341.254,29.519,17.852,17.708,18.149,18.451,16.629,36.268,5.932,4.078,4.378,3.43,3.315,2.129,3.42,3457.903,1576.781,-188.521,127.016,-4.082,27.909,-13.938,24.127,-10.692,12.688,-12.171,13.662,-6.836,1.476,-17.206,-6.004,-11.6,-2.248,-11.11,-3.532,-11.499,-4.839,57.978,25.141,20.179,9.034,13.783,8.638,9.49,10.82,10.397,10.892,8.305,7.47,7.204,7.961,6.286,6.151,6.786,8.046,6.6,8.738,0.433,0.5,0.248,0.146,0.213,0.416,0.372,0.378,0.474,0.331,0.305,0.247,0.316,0.343,0.222,0.179,0.198,0.338,0.331,0.263,0.341,0.278,0.328,0.205
reggae,0.071,0.104,2.563,5.3,0.073,0.041,0.094,0.045,1677.989,623.032,2043.992,379.255,2563.894,303.887,2563.894,303.887,26.024,14.182,19.098,17.162,19.129,17.655,37.886,6.697,4.076,5.015,3.919,3.823,2.894,3.618,3661.869,1577.24,-194.087,112.044,3.558,52.763,-4.783,19.819,-12.363,14.149,-12.812,10.929,-6.229,9.067,-9.455,-2.762,-4.261,-1.236,-2.355,2.474,-4.105,2.432,81.771,26.052,25.454,16.36,14.534,15.704,12.823,13.083,10.806,11.052,9.92,9.203,9.145,9.837,7.648,7.058,8.116,9.906,6.681,7.554,0.386,0.367,0.51,0.376,0.433,0.362,0.456,0.331,0.234,0.248,0.318,0.501,0.277,0.275,0.344,0.243,0.355,0.272,0.32,0.239,0.215,0.23,0.234,0.351
reggae,0.068,0.101,2.563,5.334,0.076,0.042,0.091,0.044,1795.125,688.13,2122.47,420.571,2626.653,320.35,2626.653,320.35,26.3,13.648,18.246,16.891,18.846,17.549,38.281,6.769,4.027,4.48,4.038,4.271,3.192,3.677,3937.603,1730.607,-193.181,108.922,3.389,47.3,-7.48,22.234,-12.149,16.39,-13.691,8.282,-10.588,8.151,-11.706,-2.703,-4.568,-0.766,-3.041,2.055,-4.303,4.208,81.516,28.306,25.62,19.532,14.441,15.956,13.055,11.439,12.241,11.608,9.364,9.944,9.811,10.767,7.639,8.213,9.576,9.806,7.633,9.001,0.394,0.344,0.396,0.357,0.495,0.452,0.483,0.37,0.253,0.22,0.307,0.561,0.267,0.28,0.302,0.263,0.358,0.302,0.338,0.268,0.24,0.23,0.221,0.367
reggae,0.071,0.101,2.327,3.981,0.076,0.043,0.093,0.039,1775.259,620.165,2114.99,377.723,2628.99,303.726,2628.99,303.726,26.38,14.52,19.057,18.304,18.388,17.278,38.458,6.531,4.455,4.563,4.49,3.71,2.869,3.294,3925.388,1508.188,-181.052,113.161,0.433,46.766,-8.51,21.796,-14.627,18.641,-15.678,10.388,-8.483,8.152,-11.849,-1.205,-6.183,-0.227,-4.98,4.275,-4.166,2.53,74.867,26.341,23.989,16.933,12.357,14.956,13.062,10.726,11.07,10.697,8.213,9.176,11.116,10.537,8.328,7.928,10.316,9.258,8.139,8.811,0.382,0.404,0.432,0.309,0.389,0.375,0.469,0.418,0.268,0.228,0.265,0.496,0.268,0.323,0.307,0.243,0.337,0.284,0.329,0.316,0.243,0.255,0.215,0.367
reggae,0.076,0.11,1.894,3.077,0.094,0.066,0.096,0.052,1842.142,684.184,1987.441,512.7,2453.372,483.315,2453.372,483.315,26.463,16.269,19.089,18.974,21.062,22.347,36.841,7.025,4.224,4.849,3.587,3.295,4.832,4.941,3980.195,1634.012,-192.858,106.242,-28.317,38.257,10.168,24.053,-0.181,13.918,-5.891,17.676,-10.802,10.101,-4.94,-1.114,-0.883,1.471,-5.933,1.537,-2.232,-0.845,78.981,31.403,27.954,18.514,16.658,14.553,16.193,14.934,10.441,9.766,9.844,10.475,9.188,10.562,9.559,8.964,7.165,7.763,8.688,8.296,0.33,0.501,0.401,0.368,0.533,0.407,0.378,0.266,0.336,0.507,0.34,0.326,0.244,0.319,0.309,0.275,0.328,0.3,0.322,0.216,0.243,0.367,0.252,0.264
reggae,0.072,0.101,1.828,2.797,0.081,0.061,0.091,0.045,1847.918,859.299,2148.116,557.17,2676.862,447.932,2676.862,447.932,25.534,17.062,20.629,19.594,22.007,19.0,38.074,6.998,4.517,5.23,4.464,4.194,3.014,4.758,4024.036,2078.65,-206.538,107.43,-10.46,26.159,13.499,35.497,-13.419,20.383,-5.238,16.527,-14.279,13.649,-6.324,1.264,-2.07,5.532,-5.838,0.193,-3.379,-0.056,71.487,35.184,25.919,16.446,17.782,14.013,13.308,12.753,11.196,9.98,10.042,9.661,9.692,10.824,9.219,8.87,7.623,8.881,8.858,10.793,0.352,0.506,0.359,0.277,0.441,0.383,0.345,0.256,0.374,0.499,0.406,0.393,0.25,0.354,0.288,0.248,0.336,0.303,0.306,0.205,0.272,0.382,0.278,0.291
reggae,0.076,0.104,1.647,2.072,0.08,0.063,0.095,0.042,1884.867,858.822,2175.455,572.325,2684.772,460.72,2684.772,460.72,26.733,17.11,20.036,19.181,21.783,19.07,38.21,6.034,4.467,5.648,4.5,3.731,3.227,4.466,4204.97,2092.517,-205.835,101.943,-10.685,31.054,16.201,37.508,-12.559,22.13,-3.317,18.896,-10.529,14.495,-6.308,-0.664,-2.451,5.961,-6.83,2.254,-4.129,-2.478,70.883,34.401,24.694,15.636,16.094,12.385,11.657,12.253,9.953,9.946,10.259,8.533,9.869,10.189,8.149,8.405,9.865,8.187,9.049,10.112,0.271,0.394,0.468,0.448,0.568,0.46,0.388,0.296,0.34,0.426,0.33,0.329,0.214,0.298,0.335,0.317,0.324,0.315,0.291,0.264,0.284,0.374,0.276,0.271
reggae,0.072,0.109,1.993,3.504,0.079,0.05,0.094,0.055,1753.698,728.407,1992.538,501.019,2515.507,436.132,2515.507,436.132,25.081,17.022,20.35,19.025,19.878,17.905,35.79,6.748,5.017,5.361,4.126,4.867,3.244,5.54,3736.985,1707.385,-201.619,112.894,-18.114,20.563,-3.529,20.287,-10.275,18.203,-3.616,11.662,-4.374,11.469,-5.37,0.151,2.47,5.87,-5.854,7.814,-5.781,-0.402,95.934,34.665,22.516,20.042,15.379,13.965,16.927,14.928,14.613,13.283,12.421,12.171,9.376,11.21,9.621,8.438,8.908,9.902,7.55,8.384,0.329,0.512,0.373,0.263,0.36,0.369,0.354,0.387,0.457,0.567,0.441,0.366,0.243,0.357,0.307,0.254,0.284,0.294,0.306,0.297,0.273,0.36,0.306,0.285
reggae,0.083,0.117,1.783,2.315,0.094,0.047,0.106,0.049,2153.585,644.031,2274.298,376.43,2728.688,304.478,2728.688,304.478,26.034,16.167,20.647,18.957,19.801,18.283,39.153,6.024,4.477,4.692,3.581,4.889,3.304,4.044,4681.448,1446.719,-156.63,97.172,-12.652,34.283,-9.921,26.914,-13.648,19.892,-12.293,12.476,-11.138,14.715,-7.077,5.696,-0.485,7.587,-0.827,17.957,-1.222,5.994,76.127,25.679,25.933,17.48,14.527,13.834,14.829,13.308,12.076,12.206,10.342,9.974,9.582,9.513,8.651,9.161,8.505,8.668,8.413,8.931,0.337,0.474,0.372,0.327,0.458,0.411,0.509,0.378,0.443,0.527,0.353,0.312,0.258,0.323,0.294,0.263,0.307,0.279,0.331,0.309,0.316,0.317,0.243,0.277
reggae,0.08,0.115,1.867,2.76,0.08,0.05,0.103,0.052,1918.209,627.321,2138.887,346.706,2626.322,295.798,2626.322,295.798,25.471,16.084,19.808,18.605,19.043,18.734,38.037,6.749,4.627,4.781,3.697,3.936,3.53,4.196,4213.114,1359.022,-169.317,105.877,-17.444,28.924,-11.925,25.656,-8.046,19.345,-10.071,12.213,-7.968,12.177,-6.379,2.218,3.145,8.522,-3.968,12.143,-3.424,-2.946,71.69,25.691,21.891,17.905,15.773,13.543,15.818,12.478,12.519,12.266,11.077,11.17,10.281,10.841,9.001,9.56,9.764,7.753,8.645,8.915,0.359,0.468,0.322,0.275,0.387,0.337,0.365,0.367,0.502,0.603,0.435,0.372,0.265,0.335,0.286,0.255,0.303,0.271,0.299,0.269,0.3,0.357,0.292,0.271
reggae,0.081,0.113,1.372,1.189,0.072,0.046,0.101,0.05,1726.086,657.066,1940.915,421.781,2444.287,369.263,2444.287,369.263,28.075,15.621,19.298,17.945,18.17,18.269,36.909,6.046,4.308,5.26,4.163,3.487,3.161,4.312,3639.561,1436.658,-180.347,116.693,-22.091,39.426,-1.238,28.52,-7.859,14.69,-12.156,9.963,-10.711,9.92,-2.591,3.874,-2.918,-0.216,-10.048,3.254,-1.496,2.561,79.99,31.106,24.499,15.603,18.84,13.611,14.965,9.808,10.463,10.396,9.472,9.463,9.207,8.204,8.913,9.856,9.357,8.505,9.067,9.628,0.473,0.42,0.446,0.506,0.391,0.338,0.348,0.471,0.266,0.214,0.282,0.331,0.347,0.307,0.293,0.34,0.293,0.321,0.286,0.355,0.223,0.205,0.247,0.255
reggae,0.078,0.109,1.435,1.343,0.072,0.038,0.097,0.049,1740.921,573.877,1974.052,387.599,2472.683,323.874,2472.683,323.874,28.217,15.614,19.99,18.818,18.121,18.205,37.467,5.487,4.18,5.342,4.211,3.707,2.908,3.827,3744.704,1410.826,-179.095,119.435,-20.166,38.571,-8.376,28.259,-8.971,18.702,-10.479,12.393,-11.433,10.282,-4.951,2.742,-3.236,-2.085,-10.042,3.898,1.274,2.574,68.768,27.181,21.485,15.407,18.313,14.105,12.428,10.673,10.406,11.196,9.318,9.024,9.149,9.544,8.791,8.85,9.164,10.498,10.35,9.505,0.483,0.349,0.353,0.451,0.362,0.342,0.375,0.499,0.244,0.194,0.289,0.313,0.367,0.27,0.264,0.342,0.299,0.315,0.296,0.358,0.2,0.19,0.283,0.255
reggae,0.082,0.115,1.559,1.727,0.075,0.04,0.103,0.052,1773.422,617.347,1954.891,398.032,2438.853,337.021,2438.853,337.021,27.84,15.821,19.887,18.744,17.965,18.427,37.49,6.582,4.253,5.538,4.476,3.507,3.083,3.551,3787.196,1380.179,-171.764,116.017,-22.965,39.657,-8.079,24.177,-8.788,15.121,-9.881,11.772,-8.888,10.447,-2.987,2.616,-2.113,-1.337,-10.052,2.551,-1.025,1.162,71.89,27.155,23.061,16.07,18.432,12.67,13.547,9.815,10.733,10.845,8.494,9.043,9.547,8.236,8.721,9.063,9.85,10.372,8.812,7.874,0.441,0.354,0.417,0.513,0.409,0.358,0.338,0.495,0.268,0.217,0.278,0.314,0.335,0.265,0.314,0.341,0.306,0.327,0.261,0.368,0.213,0.218,0.276,0.272
reggae,0.093,0.125,1.418,1.108,0.063,0.067,0.114,0.051,1402.526,782.538,1733.754,494.869,2286.189,411.614,2286.189,411.614,30.268,16.947,20.229,19.538,18.338,18.225,35.575,5.856,4.156,5.006,4.355,3.551,3.281,5.505,2887.573,1687.529,-204.736,129.292,-4.895,48.493,6.415,20.842,-9.082,17.038,-8.154,5.928,-4.285,7.247,-7.286,1.702,-0.496,-2.787,-3.974,1.151,-6.994,-6.197,78.746,30.617,26.539,19.409,21.543,12.216,16.63,10.768,9.635,11.906,9.59,9.566,9.186,8.109,8.059,8.682,8.481,10.167,9.051,5.525,0.337,0.56,0.438,0.324,0.324,0.207,0.226,0.227,0.389,0.405,0.235,0.288,0.239,0.379,0.332,0.273,0.311,0.188,0.274,0.222,0.322,0.354,0.195,0.254
reggae,0.093,0.126,1.459,1.215,0.052,0.035,0.115,0.051,1205.41,639.77,1541.923,512.377,2106.85,478.953,2106.85,478.953,30.016,17.242,19.89,20.109,19.017,17.364,33.888,5.735,4.397,4.737,3.675,3.931,2.296,5.581,2444.768,1450.206,-206.851,150.273,-12.884,30.716,9.121,25.782,-2.28,18.44,-8.888,2.15,-3.755,6.155,-7.403,1.379,-1.575,-2.828,-5.456,2.924,-3.738,-2.811,72.589,33.929,24.4,19.001,19.622,13.394,18.41,11.803,10.727,10.742,10.33,9.339,7.556,6.842,7.534,6.985,6.637,7.398,8.353,6.708,0.338,0.535,0.483,0.352,0.368,0.26,0.299,0.229,0.361,0.403,0.259,0.329,0.232,0.35,0.329,0.273,0.336,0.209,0.31,0.215,0.307,0.349,0.21,0.287
reggae,0.069,0.098,1.786,2.277,0.067,0.045,0.087,0.045,1524.953,687.529,1816.655,460.578,2361.936,388.137,2361.936,388.137,27.554,16.288,20.473,19.072,18.969,17.33,35.027,5.717,4.058,5.296,4.138,4.076,2.58,4.376,3133.231,1583.796,-212.254,127.375,-12.017,38.558,1.109,23.25,-15.486,15.259,-9.881,5.922,-6.319,6.919,-7.167,0.919,-1.656,-1.172,-9.548,3.996,-8.275,-4.221,64.24,31.146,29.021,18.934,17.37,14.476,15.652,13.598,12.606,12.342,11.808,9.791,11.017,8.899,9.04,8.621,8.458,6.025,7.942,6.706,0.362,0.441,0.35,0.31,0.432,0.286,0.291,0.239,0.365,0.424,0.351,0.391,0.27,0.364,0.329,0.262,0.35,0.246,0.299,0.212,0.324,0.325,0.281,0.333
reggae,0.071,0.097,1.771,2.215,0.084,0.05,0.089,0.04,1868.187,639.54,2107.605,409.585,2606.366,338.377,2606.366,338.377,25.621,15.677,20.811,19.266,19.754,18.425,38.861,6.877,4.209,4.847,3.744,3.523,2.618,3.383,4089.885,1519.852,-178.004,113.384,-14.766,32.384,-7.792,22.715,-18.861,19.322,-17.594,14.055,-8.653,5.587,-5.251,1.212,-2.901,-3.605,-8.531,-0.822,-4.437,-1.509,59.034,25.589,23.561,19.985,15.474,11.337,19.944,11.878,12.523,12.701,11.18,11.211,12.003,9.264,8.668,10.724,10.144,8.762,9.47,10.016,0.424,0.362,0.44,0.462,0.39,0.506,0.351,0.255,0.244,0.301,0.418,0.353,0.323,0.242,0.298,0.332,0.291,0.349,0.285,0.265,0.236,0.246,0.328,0.25
reggae,0.071,0.097,1.849,2.444,0.069,0.043,0.09,0.036,1670.798,725.472,2017.599,525.416,2561.016,429.76,2561.016,429.76,26.055,15.759,21.169,19.741,19.791,18.178,37.526,6.461,4.409,4.795,4.256,3.841,2.628,4.099,3640.935,1943.316,-204.909,115.073,-4.595,34.368,2.598,20.123,-16.034,21.32,-10.522,13.434,-7.112,3.315,-3.26,5.427,-0.549,-1.161,-5.291,-1.278,-7.542,-4.292,85.413,28.028,30.452,23.922,21.084,12.799,15.18,12.818,13.322,12.484,12.472,10.585,10.224,9.179,8.911,9.125,9.019,7.066,7.968,9.107,0.404,0.355,0.469,0.443,0.328,0.409,0.345,0.333,0.309,0.342,0.509,0.45,0.315,0.234,0.303,0.356,0.282,0.303,0.238,0.289,0.274,0.269,0.344,0.335
reggae,0.072,0.101,1.828,2.409,0.068,0.038,0.093,0.041,1569.839,583.795,1919.276,425.486,2494.621,358.694,2494.621,358.694,26.205,16.167,20.521,19.302,20.291,18.921,36.723,6.618,4.346,5.183,4.493,4.33,2.794,3.733,3305.247,1553.857,-195.539,123.155,-15.41,24.794,1.481,23.023,-2.547,16.884,-12.587,17.313,-7.709,6.756,-1.041,3.793,-2.339,-1.602,-6.526,-1.454,-5.186,-1.331,63.77,22.889,24.785,15.545,17.357,11.447,21.057,12.393,10.972,10.423,11.597,8.797,9.517,8.635,7.908,9.41,8.787,7.077,7.248,8.31,0.393,0.359,0.474,0.345,0.36,0.515,0.351,0.315,0.314,0.399,0.489,0.345,0.334,0.232,0.33,0.296,0.285,0.334,0.255,0.302,0.249,0.259,0.338,0.273
reggae,0.083,0.112,1.449,1.212,0.071,0.04,0.104,0.041,1712.3,649.613,1991.074,452.122,2467.664,407.825,2467.664,407.825,28.135,15.558,19.726,18.348,20.495,20.545,36.604,5.396,4.193,4.975,3.803,3.742,3.652,5.442,3809.329,1501.308,-185.224,113.358,-10.666,52.377,1.614,23.938,-7.353,15.713,-7.641,16.513,-4.25,5.378,-8.618,4.205,-7.939,1.75,-4.345,5.696,-2.628,3.456,66.389,31.915,19.033,21.959,18.77,11.654,14.843,10.935,13.248,9.857,9.657,9.3,9.066,7.909,10.526,7.899,9.547,9.098,9.247,9.68,0.342,0.451,0.659,0.54,0.347,0.356,0.38,0.449,0.245,0.312,0.303,0.27,0.276,0.31,0.364,0.327,0.247,0.284,0.268,0.362,0.22,0.263,0.246,0.212
reggae,0.084,0.114,1.476,1.319,0.063,0.045,0.106,0.043,1534.646,747.619,1893.481,516.28,2413.18,459.659,2413.18,459.659,28.431,17.295,21.092,19.412,20.362,20.682,35.258,5.826,5.021,5.172,3.831,3.979,4.303,5.774,3335.248,1810.414,-204.38,126.745,-1.313,38.412,-5.57,27.503,-8.161,11.228,-0.508,16.408,-4.627,7.282,-8.263,4.577,-0.187,3.133,-2.166,5.016,-2.933,-0.367,71.424,38.391,26.334,19.03,16.449,12.457,15.187,14.64,14.363,12.477,10.292,7.861,9.47,11.108,10.605,8.658,8.158,9.844,9.512,9.03,0.374,0.398,0.544,0.392,0.282,0.275,0.317,0.442,0.297,0.351,0.363,0.324,0.326,0.291,0.384,0.314,0.229,0.261,0.236,0.362,0.245,0.303,0.332,0.259
reggae,0.076,0.112,1.949,3.104,0.074,0.051,0.096,0.057,1680.33,680.665,1974.726,420.697,2510.175,340.211,2510.175,340.211,26.994,16.672,21.122,19.601,20.408,18.097,36.238,5.888,5.154,5.339,4.552,4.098,2.853,4.844,3588.026,1597.109,-195.013,117.114,-8.556,32.702,-6.89,25.774,-13.174,7.968,-10.963,13.712,-7.183,5.266,-2.418,9.36,-0.713,3.285,-8.108,3.249,-4.287,-3.746,90.122,29.971,25.871,21.693,17.289,12.495,15.259,11.549,12.832,11.302,10.616,10.063,11.064,10.759,11.538,9.351,8.095,9.262,9.056,10.477,0.367,0.4,0.435,0.344,0.234,0.258,0.303,0.401,0.334,0.403,0.481,0.37,0.326,0.322,0.325,0.315,0.221,0.256,0.251,0.352,0.282,0.314,0.343,0.309
reggae,0.069,0.098,1.849,2.835,0.06,0.051,0.088,0.043,1578.768,1024.387,2027.552,637.0,2633.915,515.886,2633.915,515.886,24.177,16.013,20.695,18.234,20.157,18.661,36.322,7.223,4.19,5.214,3.95,4.082,2.78,5.182,3318.561,2282.374,-235.044,127.085,6.702,22.293,11.786,24.443,-10.359,17.432,-15.919,15.014,-9.323,8.242,-4.848,4.873,-1.623,4.501,-5.278,3.135,-0.187,-0.448,80.78,35.938,25.992,16.909,18.825,16.708,16.445,12.617,12.705,11.613,11.816,10.843,9.981,8.881,8.202,8.151,9.278,7.137,7.257,7.59,0.526,0.407,0.31,0.355,0.257,0.239,0.241,0.419,0.492,0.441,0.444,0.388,0.346,0.31,0.267,0.315,0.221,0.222,0.206,0.341,0.366,0.352,0.343,0.252
reggae,0.068,0.096,1.877,3.007,0.057,0.047,0.086,0.043,1476.002,994.154,1910.193,621.683,2536.023,524.691,2536.023,524.691,24.578,15.939,19.974,18.485,20.475,18.4,36.115,7.111,4.279,5.007,4.064,3.747,2.7,4.951,2938.258,2172.971,-238.598,137.239,0.007,17.448,12.105,24.375,-10.408,17.222,-16.165,16.342,-9.337,8.467,-4.318,3.961,-1.015,2.333,-2.331,2.983,-0.16,1.001,84.19,37.133,24.957,17.46,16.053,14.634,16.432,13.128,13.073,12.29,10.434,9.733,10.016,8.793,8.275,7.619,7.162,7.395,8.664,8.24,0.506,0.455,0.378,0.418,0.323,0.289,0.224,0.373,0.519,0.437,0.359,0.361,0.34,0.347,0.316,0.309,0.248,0.264,0.2,0.313,0.36,0.342,0.304,0.247
reggae,0.068,0.097,1.857,2.941,0.064,0.051,0.086,0.044,1577.504,984.723,1978.246,609.126,2574.995,502.504,2574.995,502.504,23.958,15.616,19.709,18.72,20.545,18.839,36.695,6.902,4.165,4.427,3.634,3.806,2.667,4.8,3211.52,2160.29,-225.955,131.553,-0.509,16.992,8.754,21.233,-11.901,16.957,-14.885,16.399,-7.401,8.213,-2.845,1.134,-2.065,3.46,-5.036,3.07,1.256,-0.353,75.863,36.863,22.449,17.364,17.454,16.358,16.327,12.372,13.426,10.955,12.188,9.208,9.737,9.633,8.479,9.315,8.103,7.258,7.446,7.894,0.523,0.49,0.392,0.49,0.342,0.308,0.255,0.363,0.442,0.361,0.357,0.374,0.346,0.352,0.316,0.349,0.239,0.291,0.221,0.316,0.342,0.308,0.294,0.252
